reg;jour;P_f;P_h;P;T_f;T_h;T;cl_age90
44;2020-06-07;1;2;3;31;30;61;39
44;2020-06-07;2;0;2;39;37;76;49
44;2020-06-07;2;1;3;60;45;105;59
44;2020-06-07;0;2;2;34;72;107;69
44;2020-06-07;1;1;2;55;57;113;79
44;2020-06-07;2;4;6;52;45;98;89
44;2020-06-07;1;0;1;23;12;35;90
44;2020-06-07;9;12;21;363;354;720;0
52;2020-06-07;0;1;1;11;25;37;09
52;2020-06-07;0;0;0;12;10;23;19
52;2020-06-07;0;0;0;21;9;30;29
52;2020-06-07;0;0;0;21;12;33;39
52;2020-06-07;1;1;2;12;11;23;49
52;2020-06-07;0;0;0;13;15;28;59
52;2020-06-07;0;1;1;10;16;27;69
52;2020-06-07;1;0;1;25;16;42;79
52;2020-06-07;0;0;0;36;29;66;89
52;2020-06-07;1;0;1;32;17;49;90
52;2020-06-07;3;3;6;193;160;358;0
53;2020-06-07;0;0;0;11;17;28;09
53;2020-06-07;0;0;0;2;8;10;19
53;2020-06-07;0;0;0;5;6;11;29
53;2020-06-07;0;0;0;14;3;17;39
53;2020-06-07;0;0;0;10;8;18;49
53;2020-06-07;0;0;0;12;13;25;59
53;2020-06-07;0;0;0;5;9;14;69
53;2020-06-07;0;0;0;14;11;25;79
53;2020-06-07;0;1;1;16;16;32;89
53;2020-06-07;0;0;0;8;6;14;90
53;2020-06-07;0;1;1;97;97;194;0
75;2020-06-07;0;0;0;13;15;28;09
75;2020-06-07;0;0;0;13;12;25;19
75;2020-06-07;1;0;1;12;13;25;29
75;2020-06-07;0;0;0;14;12;26;39
75;2020-06-07;0;0;0;7;12;19;49
75;2020-06-07;0;0;0;10;19;29;59
75;2020-06-07;0;0;0;15;18;33;69
75;2020-06-07;0;0;0;25;32;57;79
75;2020-06-07;0;0;0;20;25;45;89
75;2020-06-07;0;0;0;22;10;32;90
75;2020-06-07;1;0;1;151;168;319;0
76;2020-06-07;0;0;0;11;15;26;09
76;2020-06-07;0;0;0;9;11;20;19
76;2020-06-07;0;0;0;24;20;44;29
76;2020-06-07;0;0;0;32;19;51;39
76;2020-06-07;1;0;1;27;25;52;49
76;2020-06-07;0;0;0;24;28;52;59
76;2020-06-07;0;0;0;24;30;54;69
76;2020-06-07;0;0;0;44;50;94;79
76;2020-06-07;0;0;0;71;54;125;89
76;2020-06-07;0;0;0;40;18;58;90
76;2020-06-07;1;0;1;306;270;576;0
84;2020-06-07;0;0;1;19;22;42;09
84;2020-06-07;0;0;0;17;19;36;19
84;2020-06-07;0;0;0;29;22;51;29
84;2020-06-07;0;0;0;42;22;64;39
84;2020-06-07;0;0;0;36;35;71;49
84;2020-06-07;2;0;2;34;42;76;59
84;2020-06-07;1;0;1;34;55;89;69
84;2020-06-07;0;0;0;45;48;93;79
84;2020-06-07;1;1;2;59;34;93;89
84;2020-06-07;1;0;1;28;9;37;90
84;2020-06-07;5;1;7;343;308;652;0
93;2020-06-07;0;0;0;20;24;44;09
93;2020-06-07;0;0;0;13;15;29;19
93;2020-06-07;0;0;0;21;22;44;29
93;2020-06-07;0;0;0;36;26;64;39
93;2020-06-07;0;2;3;17;27;46;49
93;2020-06-07;0;1;1;34;37;78;59
93;2020-06-07;0;0;0;36;49;87;69
93;2020-06-07;0;0;0;44;56;100;79
93;2020-06-07;0;0;0;58;39;99;89
93;2020-06-07;2;0;2;22;17;40;90
93;2020-06-07;2;3;6;302;312;632;0
94;2020-06-07;0;0;0;0;0;0;09
94;2020-06-07;0;0;0;1;0;1;19
94;2020-06-07;0;0;0;3;0;3;29
94;2020-06-07;0;0;0;2;2;4;39
94;2020-06-07;0;0;0;3;2;5;49
94;2020-06-07;0;0;0;0;1;1;59
94;2020-06-07;0;0;0;1;1;2;69
94;2020-06-07;0;0;0;2;2;4;79
94;2020-06-07;0;0;0;0;5;5;89
94;2020-06-07;0;0;0;1;0;1;90
94;2020-06-07;0;0;0;13;13;26;0
01;2020-06-08;0;0;0;2;1;3;09
01;2020-06-08;0;0;0;2;3;5;19
01;2020-06-08;0;0;0;5;3;10;29
01;2020-06-08;0;0;0;4;3;7;39
01;2020-06-08;0;0;0;3;4;8;49
01;2020-06-08;0;0;0;3;3;9;59
01;2020-06-08;0;0;0;6;5;13;69
01;2020-06-08;0;0;0;7;3;11;79
01;2020-06-08;0;0;0;1;2;4;89
01;2020-06-08;0;0;0;1;0;2;90
01;2020-06-08;0;0;0;34;27;72;0
02;2020-06-08;1;0;1;7;9;16;09
02;2020-06-08;0;0;0;25;26;51;19
02;2020-06-08;1;0;1;41;28;69;29
02;2020-06-08;0;0;0;13;6;19;39
02;2020-06-08;0;0;0;23;15;38;49
02;2020-06-08;1;0;1;16;14;30;59
02;2020-06-08;0;0;0;12;14;26;69
02;2020-06-08;0;0;0;4;6;10;79
02;2020-06-08;0;0;0;2;0;2;89
02;2020-06-08;0;0;0;0;1;1;90
02;2020-06-08;3;0;3;143;119;262;0
03;2020-06-08;0;1;1;4;4;8;09
03;2020-06-08;1;2;3;8;7;17;19
03;2020-06-08;4;5;9;11;13;24;29
03;2020-06-08;6;8;14;16;28;44;39
03;2020-06-08;2;2;4;12;13;25;49
03;2020-06-08;1;4;5;8;15;23;59
03;2020-06-08;3;1;4;6;7;13;69
03;2020-06-08;0;0;0;4;0;4;79
03;2020-06-08;0;0;0;0;0;0;89
03;2020-06-08;0;0;0;0;0;0;90
03;2020-06-08;17;23;40;69;87;158;0
04;2020-06-08;0;0;0;4;6;10;09
04;2020-06-08;0;0;0;18;27;45;19
04;2020-06-08;0;0;0;51;33;84;29
04;2020-06-08;0;0;0;61;46;107;39
04;2020-06-08;0;0;0;55;37;92;49
04;2020-06-08;0;0;0;61;51;112;59
04;2020-06-08;0;0;0;37;60;97;69
04;2020-06-08;1;0;1;39;38;77;79
04;2020-06-08;0;0;0;21;11;32;89
04;2020-06-08;0;0;0;5;3;8;90
04;2020-06-08;1;0;1;352;312;664;0
05;2020-06-08;0;0;0;0;0;0;09
05;2020-06-08;0;0;0;0;0;0;19
05;2020-06-08;0;0;0;0;0;0;29
05;2020-06-08;0;0;0;0;0;0;39
05;2020-06-08;0;0;0;0;0;0;49
05;2020-06-08;0;0;0;0;0;0;59
05;2020-06-08;0;0;0;0;0;0;69
05;2020-06-08;0;0;0;0;0;0;79
05;2020-06-08;0;0;0;0;0;0;89
05;2020-06-08;0;0;0;0;0;0;90
05;2020-06-08;0;0;0;0;0;0;0
06;2020-06-08;0;0;0;4;4;11;09
06;2020-06-08;0;0;0;4;3;8;19
06;2020-06-08;3;2;5;16;6;22;29
06;2020-06-08;2;1;3;12;11;23;39
06;2020-06-08;2;0;2;9;3;12;49
06;2020-06-08;1;0;1;7;4;11;59
06;2020-06-08;1;1;2;1;3;4;69
06;2020-06-08;0;0;0;1;0;1;79
06;2020-06-08;0;0;0;0;0;0;89
06;2020-06-08;0;0;0;0;0;0;90
06;2020-06-08;9;4;13;54;34;92;0
07;2020-06-08;0;0;0;0;0;0;09
07;2020-06-08;0;0;0;0;0;0;19
07;2020-06-08;0;0;0;0;0;0;29
07;2020-06-08;0;0;0;0;1;1;39
07;2020-06-08;0;0;0;1;1;2;49
07;2020-06-08;0;0;0;1;0;1;59
07;2020-06-08;0;0;0;0;1;1;69
07;2020-06-08;0;0;0;0;0;0;79
07;2020-06-08;0;0;0;0;0;0;89
07;2020-06-08;0;0;0;0;0;0;90
07;2020-06-08;0;0;0;2;3;5;0
08;2020-06-08;0;0;0;0;1;1;09
08;2020-06-08;0;1;1;0;1;3;19
08;2020-06-08;0;0;0;0;0;1;29
08;2020-06-08;0;0;0;0;0;1;39
08;2020-06-08;0;0;0;0;0;0;49
08;2020-06-08;0;0;0;1;0;4;59
08;2020-06-08;0;0;0;0;0;2;69
08;2020-06-08;0;0;0;1;1;3;79
08;2020-06-08;0;0;0;0;1;1;89
08;2020-06-08;0;0;0;0;0;0;90
08;2020-06-08;0;1;1;2;4;16;0
11;2020-06-08;4;0;4;174;208;393;09
11;2020-06-08;9;2;12;260;247;512;19
11;2020-06-08;5;8;13;640;487;1143;29
11;2020-06-08;10;7;17;753;546;1311;39
11;2020-06-08;19;12;32;686;553;1264;49
11;2020-06-08;11;6;17;631;576;1224;59
11;2020-06-08;6;6;13;572;550;1138;69
11;2020-06-08;6;4;10;469;429;903;79
11;2020-06-08;6;4;10;311;218;536;89
11;2020-06-08;7;2;9;157;52;212;90
11;2020-06-08;83;51;137;4662;3868;8655;0
24;2020-06-08;0;0;0;19;45;64;09
24;2020-06-08;0;0;0;50;40;96;19
24;2020-06-08;0;0;0;63;49;115;29
24;2020-06-08;0;1;1;79;48;130;39
24;2020-06-08;1;1;2;103;66;174;49
24;2020-06-08;1;0;1;83;74;161;59
24;2020-06-08;1;4;5;75;100;179;69
24;2020-06-08;1;1;2;76;84;164;79
24;2020-06-08;1;0;1;91;71;163;89
24;2020-06-08;0;1;1;45;19;64;90
24;2020-06-08;5;8;13;684;596;1310;0
27;2020-06-08;0;0;0;34;44;78;09
27;2020-06-08;0;0;0;54;48;103;19
27;2020-06-08;0;0;0;97;78;177;29
27;2020-06-08;1;0;1;123;86;209;39
27;2020-06-08;0;0;0;127;81;209;49
27;2020-06-08;2;0;2;141;88;231;59
27;2020-06-08;0;1;1;128;133;262;69
27;2020-06-08;0;0;0;109;123;234;79
27;2020-06-08;2;1;3;126;83;209;89
27;2020-06-08;1;1;2;70;25;95;90
27;2020-06-08;6;3;9;1009;789;1807;0
28;2020-06-08;0;0;0;33;28;61;09
28;2020-06-08;0;1;1;44;34;78;19
28;2020-06-08;0;1;1;91;46;137;29
28;2020-06-08;1;0;1;100;68;169;39
28;2020-06-08;0;0;0;80;66;147;49
28;2020-06-08;2;1;3;102;106;208;59
28;2020-06-08;0;0;0;92;124;217;69
28;2020-06-08;0;2;2;96;115;212;79
28;2020-06-08;0;0;0;91;78;169;89
28;2020-06-08;0;0;0;45;19;64;90
28;2020-06-08;3;5;8;774;684;1462;0
32;2020-06-08;5;4;9;112;108;222;09
32;2020-06-08;4;7;11;123;131;257;19
32;2020-06-08;10;11;22;297;195;496;29
32;2020-06-08;9;5;14;318;225;546;39
32;2020-06-08;10;6;17;260;243;513;49
32;2020-06-08;2;1;3;274;245;523;59
32;2020-06-08;0;5;5;229;272;504;69
32;2020-06-08;1;2;3;197;220;418;79
32;2020-06-08;5;3;8;209;120;331;89
32;2020-06-08;5;2;7;121;28;151;90
32;2020-06-08;51;46;99;2140;1788;3962;0
44;2020-06-08;1;2;3;88;80;173;09
44;2020-06-08;1;0;1;149;145;297;19
44;2020-06-08;5;3;9;332;247;580;29
44;2020-06-08;6;4;10;383;239;627;39
44;2020-06-08;4;1;5;371;247;621;49
44;2020-06-08;9;4;13;390;320;713;59
44;2020-06-08;6;2;8;300;371;675;69
44;2020-06-08;6;3;9;291;306;601;79
44;2020-06-08;7;1;8;279;175;454;89
44;2020-06-08;9;1;10;174;47;222;90
44;2020-06-08;54;21;76;2758;2177;4964;0
52;2020-06-08;0;0;0;59;53;117;09
52;2020-06-08;0;0;1;68;73;145;19
52;2020-06-08;0;2;2;181;117;300;29
52;2020-06-08;3;5;8;200;133;337;39
52;2020-06-08;1;2;3;233;124;357;49
52;2020-06-08;4;2;6;177;149;329;59
52;2020-06-08;0;1;1;91;108;203;69
52;2020-06-08;2;1;3;81;78;162;79
52;2020-06-08;1;2;3;115;81;200;89
52;2020-06-08;1;0;2;100;30;131;90
52;2020-06-08;12;15;29;1305;946;2281;0
53;2020-06-08;0;0;0;45;38;85;09
53;2020-06-08;1;0;1;39;30;71;19
53;2020-06-08;0;1;1;77;65;142;29
53;2020-06-08;0;1;1;81;75;156;39
53;2020-06-08;0;0;0;103;66;169;49
53;2020-06-08;0;1;1;91;73;164;59
53;2020-06-08;0;1;1;67;56;123;69
53;2020-06-08;0;1;1;51;43;94;79
53;2020-06-08;0;0;0;81;38;119;89
53;2020-06-08;0;0;0;53;18;71;90
53;2020-06-08;1;5;6;688;502;1194;0
75;2020-06-08;0;1;1;71;83;154;09
75;2020-06-08;0;0;0;99;86;185;19
75;2020-06-08;2;1;3;139;182;321;29
75;2020-06-08;0;1;1;157;118;276;39
75;2020-06-08;0;0;0;161;126;287;49
75;2020-06-08;0;1;1;170;146;316;59
75;2020-06-08;0;0;0;157;173;330;69
75;2020-06-08;0;0;0;151;147;301;79
75;2020-06-08;0;0;0;150;105;255;89
75;2020-06-08;0;0;0;74;28;102;90
75;2020-06-08;2;4;6;1330;1196;2530;0
76;2020-06-08;2;0;2;61;82;148;09
76;2020-06-08;0;0;0;130;93;227;19
76;2020-06-08;3;0;3;223;186;412;29
76;2020-06-08;0;1;1;248;181;430;39
76;2020-06-08;2;0;2;270;176;448;49
76;2020-06-08;1;1;2;276;220;497;59
76;2020-06-08;0;1;1;234;275;510;69
76;2020-06-08;0;0;0;249;259;508;79
76;2020-06-08;1;3;4;187;146;334;89
76;2020-06-08;0;1;1;98;62;161;90
76;2020-06-08;9;7;16;1978;1681;3678;0
84;2020-06-08;0;0;0;99;140;240;09
84;2020-06-08;1;1;2;143;132;276;19
84;2020-06-08;3;3;7;253;194;452;29
84;2020-06-08;3;0;3;290;199;491;39
84;2020-06-08;3;1;4;271;183;456;49
84;2020-06-08;2;3;5;288;252;542;59
84;2020-06-08;3;3;6;272;297;570;69
84;2020-06-08;0;0;0;251;294;547;79
84;2020-06-08;2;5;7;266;192;459;89
84;2020-06-08;3;2;5;171;52;224;90
84;2020-06-08;20;18;39;2306;1935;4260;0
93;2020-06-08;0;0;0;84;106;191;09
93;2020-06-08;1;1;2;117;116;241;19
93;2020-06-08;3;2;5;222;179;407;29
93;2020-06-08;2;3;6;251;209;466;39
93;2020-06-08;3;8;12;262;198;465;49
93;2020-06-08;4;1;5;337;265;609;59
93;2020-06-08;2;2;4;297;318;618;69
93;2020-06-08;2;0;2;328;351;688;79
93;2020-06-08;1;0;1;232;186;423;89
93;2020-06-08;1;1;3;119;37;162;90
93;2020-06-08;19;18;40;2249;1966;4271;0
94;2020-06-08;0;0;0;3;3;6;09
94;2020-06-08;0;0;0;9;3;13;19
94;2020-06-08;1;0;1;10;10;20;29
94;2020-06-08;1;0;1;16;12;28;39
94;2020-06-08;0;0;0;14;19;33;49
94;2020-06-08;0;0;0;25;20;46;59
94;2020-06-08;0;0;0;22;33;56;69
94;2020-06-08;0;0;0;22;33;55;79
94;2020-06-08;0;0;0;13;14;27;89
94;2020-06-08;0;0;0;4;4;8;90
94;2020-06-08;2;0;2;138;151;292;0
01;2020-06-09;0;0;0;0;0;1;09
01;2020-06-09;0;0;0;0;0;13;19
01;2020-06-09;0;0;0;2;5;53;29
01;2020-06-09;0;0;0;1;2;23;39
01;2020-06-09;0;0;0;4;5;30;49
01;2020-06-09;0;0;0;8;2;26;59
01;2020-06-09;0;0;0;9;6;41;69
01;2020-06-09;0;0;0;5;3;11;79
01;2020-06-09;0;0;0;1;0;1;89
01;2020-06-09;0;0;0;0;0;0;90
01;2020-06-09;0;0;0;30;23;199;0
02;2020-06-09;0;0;0;4;7;11;09
02;2020-06-09;1;1;2;29;17;46;19
02;2020-06-09;0;1;1;32;26;58;29
02;2020-06-09;0;0;0;12;15;27;39
02;2020-06-09;1;0;1;6;12;19;49
02;2020-06-09;0;0;0;17;7;24;59
02;2020-06-09;0;0;0;17;19;36;69
02;2020-06-09;0;0;0;4;4;8;79
02;2020-06-09;0;0;0;3;4;7;89
02;2020-06-09;0;0;0;1;0;1;90
02;2020-06-09;2;2;4;125;111;237;0
03;2020-06-09;3;1;4;9;6;15;09
03;2020-06-09;5;4;9;10;13;23;19
03;2020-06-09;2;3;5;15;16;31;29
03;2020-06-09;4;3;7;13;16;29;39
03;2020-06-09;3;2;5;13;16;29;49
03;2020-06-09;2;1;3;12;12;24;59
03;2020-06-09;2;1;3;7;5;12;69
03;2020-06-09;0;1;1;2;5;7;79
03;2020-06-09;0;0;0;1;0;1;89
03;2020-06-09;0;0;0;1;1;2;90
03;2020-06-09;21;16;37;83;90;173;0
04;2020-06-09;0;0;0;5;8;13;09
04;2020-06-09;0;0;0;28;30;58;19
04;2020-06-09;0;1;1;51;47;98;29
04;2020-06-09;1;0;1;43;27;70;39
04;2020-06-09;1;0;1;55;45;101;49
04;2020-06-09;0;1;1;37;51;88;59
04;2020-06-09;0;0;0;52;63;115;69
04;2020-06-09;0;0;0;31;33;64;79
04;2020-06-09;0;0;0;14;12;26;89
04;2020-06-09;0;0;0;4;1;5;90
04;2020-06-09;2;2;4;320;317;638;0
05;2020-06-09;0;0;0;0;0;0;09
05;2020-06-09;0;0;0;1;0;1;19
05;2020-06-09;0;0;0;0;0;0;29
05;2020-06-09;0;0;0;0;0;0;39
05;2020-06-09;0;0;0;0;0;0;49
05;2020-06-09;0;0;0;0;0;0;59
05;2020-06-09;0;0;0;0;0;0;69
05;2020-06-09;0;0;0;0;0;0;79
05;2020-06-09;0;0;0;0;0;0;89
05;2020-06-09;0;0;0;0;0;0;90
05;2020-06-09;0;0;0;1;0;1;0
06;2020-06-09;0;2;2;4;9;13;09
06;2020-06-09;1;2;3;7;5;12;19
06;2020-06-09;2;3;5;11;5;16;29
06;2020-06-09;5;4;9;10;10;20;39
06;2020-06-09;3;2;5;9;7;16;49
06;2020-06-09;2;2;4;3;3;6;59
06;2020-06-09;1;0;1;3;4;7;69
06;2020-06-09;1;1;2;1;1;2;79
06;2020-06-09;0;1;1;0;1;1;89
06;2020-06-09;0;0;0;1;0;1;90
06;2020-06-09;15;17;32;49;45;94;0
07;2020-06-09;0;0;0;0;0;0;09
07;2020-06-09;0;0;0;0;1;1;19
07;2020-06-09;0;0;0;0;0;0;29
07;2020-06-09;0;0;0;0;1;1;39
07;2020-06-09;0;0;0;0;2;2;49
07;2020-06-09;0;0;0;0;0;0;59
07;2020-06-09;0;0;0;0;1;1;69
07;2020-06-09;0;0;0;1;0;1;79
07;2020-06-09;0;0;0;0;0;0;89
07;2020-06-09;0;0;0;1;0;1;90
07;2020-06-09;0;0;0;2;5;7;0
08;2020-06-09;0;0;0;0;0;0;09
08;2020-06-09;0;0;0;0;1;1;19
08;2020-06-09;0;0;0;0;0;0;29
08;2020-06-09;0;0;0;0;0;3;39
08;2020-06-09;0;0;0;0;0;1;49
08;2020-06-09;0;0;0;0;0;4;59
08;2020-06-09;0;0;0;0;0;2;69
08;2020-06-09;0;0;0;0;0;1;79
08;2020-06-09;0;0;0;0;0;0;89
08;2020-06-09;0;0;0;0;0;0;90
08;2020-06-09;0;0;0;0;1;12;0
11;2020-06-09;6;5;12;175;218;417;09
11;2020-06-09;4;3;7;218;235;478;19
11;2020-06-09;8;10;19;632;514;1199;29
11;2020-06-09;12;13;27;694;604;1351;39
11;2020-06-09;10;12;22;651;539;1241;49
11;2020-06-09;11;10;22;622;596;1260;59
11;2020-06-09;1;8;9;601;519;1156;69
11;2020-06-09;2;5;7;419;457;896;79
11;2020-06-09;5;4;9;336;234;582;89
11;2020-06-09;6;2;8;178;48;228;90
11;2020-06-09;65;72;142;4529;3967;8817;0
24;2020-06-09;0;0;0;29;14;46;09
24;2020-06-09;0;0;0;31;35;70;19
24;2020-06-09;0;0;1;89;58;152;29
24;2020-06-09;1;1;2;82;72;162;39
24;2020-06-09;2;0;2;96;54;159;49
24;2020-06-09;0;1;1;95;79;181;59
24;2020-06-09;0;0;0;68;80;155;69
24;2020-06-09;2;0;2;79;73;157;79
24;2020-06-09;4;0;4;81;57;138;89
24;2020-06-09;4;0;4;48;20;68;90
24;2020-06-09;13;2;16;698;542;1288;0
27;2020-06-09;0;1;1;49;41;94;09
27;2020-06-09;0;0;0;42;48;94;19
27;2020-06-09;0;0;0;120;60;184;29
27;2020-06-09;0;0;0;98;61;170;39
27;2020-06-09;1;1;3;104;82;193;49
27;2020-06-09;0;0;0;126;114;245;59
27;2020-06-09;0;0;0;137;121;267;69
27;2020-06-09;0;0;0;123;117;247;79
27;2020-06-09;1;1;2;104;99;206;89
27;2020-06-09;3;0;3;60;24;85;90
27;2020-06-09;5;3;9;963;767;1785;0
28;2020-06-09;0;0;0;31;36;71;09
28;2020-06-09;0;0;0;36;46;82;19
28;2020-06-09;0;1;1;100;91;195;29
28;2020-06-09;0;0;0;93;77;173;39
28;2020-06-09;1;2;3;92;62;156;49
28;2020-06-09;0;0;0;106;90;198;59
28;2020-06-09;4;1;5;77;112;192;69
28;2020-06-09;0;0;0;95;76;173;79
28;2020-06-09;0;0;0;100;53;155;89
28;2020-06-09;0;0;0;55;20;77;90
28;2020-06-09;5;4;9;785;663;1472;0
32;2020-06-09;0;2;2;96;101;207;09
32;2020-06-09;4;1;6;132;101;256;19
32;2020-06-09;6;4;11;250;172;464;29
32;2020-06-09;3;4;7;274;189;498;39
32;2020-06-09;3;3;7;253;196;494;49
32;2020-06-09;3;4;9;232;217;490;59
32;2020-06-09;3;0;5;204;194;430;69
32;2020-06-09;4;3;7;145;170;341;79
32;2020-06-09;7;0;7;173;91;294;89
32;2020-06-09;7;0;7;82;22;122;90
32;2020-06-09;40;21;68;1842;1453;3597;0
44;2020-06-09;0;1;4;89;90;195;09
44;2020-06-09;2;3;7;128;134;314;19
44;2020-06-09;4;3;8;235;211;490;29
44;2020-06-09;6;1;9;319;226;597;39
44;2020-06-09;4;3;10;297;208;554;49
44;2020-06-09;2;5;9;307;267;646;59
44;2020-06-09;7;5;13;297;283;635;69
44;2020-06-09;3;4;8;220;249;511;79
44;2020-06-09;4;1;7;203;134;365;89
44;2020-06-09;2;3;5;109;44;164;90
44;2020-06-09;34;29;80;2204;1846;4471;0
52;2020-06-09;0;2;2;46;87;137;09
52;2020-06-09;0;0;0;70;71;145;19
52;2020-06-09;1;1;2;132;138;275;29
52;2020-06-09;0;2;2;155;150;308;39
52;2020-06-09;4;1;5;168;154;330;49
52;2020-06-09;1;2;3;150;169;324;59
52;2020-06-09;1;0;1;109;105;216;69
52;2020-06-09;1;2;3;74;104;181;79
52;2020-06-09;2;0;2;138;76;217;89
52;2020-06-09;4;1;5;98;24;125;90
52;2020-06-09;14;11;25;1140;1078;2258;0
53;2020-06-09;0;0;0;35;52;92;09
53;2020-06-09;0;0;0;39;62;103;19
53;2020-06-09;0;1;1;81;76;158;29
53;2020-06-09;0;2;2;84;64;150;39
53;2020-06-09;0;0;0;89;47;137;49
53;2020-06-09;0;0;0;95;64;160;59
53;2020-06-09;1;0;1;54;70;124;69
53;2020-06-09;0;0;0;46;66;112;79
53;2020-06-09;0;0;0;69;55;124;89
53;2020-06-09;1;0;1;46;14;60;90
53;2020-06-09;2;3;5;638;570;1220;0
75;2020-06-09;0;0;0;59;71;136;09
75;2020-06-09;0;0;0;80;86;178;19
75;2020-06-09;0;2;2;138;112;258;29
75;2020-06-09;0;1;1;131;101;242;39
75;2020-06-09;0;1;1;139;114;264;49
75;2020-06-09;1;0;1;146;110;269;59
75;2020-06-09;1;0;1;126;134;266;69
75;2020-06-09;0;0;0;107;115;238;79
75;2020-06-09;0;0;0;144;86;233;89
75;2020-06-09;1;0;1;48;42;92;90
75;2020-06-09;3;4;7;1118;972;2177;0
76;2020-06-09;1;0;1;69;85;156;09
76;2020-06-09;4;0;4;125;125;255;19
76;2020-06-09;3;6;10;254;233;493;29
76;2020-06-09;3;0;3;244;219;467;39
76;2020-06-09;7;4;11;271;238;513;49
76;2020-06-09;4;6;10;273;259;536;59
76;2020-06-09;1;2;3;223;216;446;69
76;2020-06-09;0;1;1;246;215;464;79
76;2020-06-09;0;0;0;172;136;312;89
76;2020-06-09;0;0;0;126;36;163;90
76;2020-06-09;23;19;43;2004;1763;3807;0
84;2020-06-09;0;0;0;114;111;229;09
84;2020-06-09;1;1;2;133;154;298;19
84;2020-06-09;1;4;5;260;191;467;29
84;2020-06-09;2;1;3;244;173;438;39
84;2020-06-09;1;1;2;257;198;468;49
84;2020-06-09;0;1;1;252;205;473;59
84;2020-06-09;2;1;3;207;236;457;69
84;2020-06-09;0;2;2;229;213;452;79
84;2020-06-09;3;0;3;177;155;338;89
84;2020-06-09;2;2;4;100;50;152;90
84;2020-06-09;12;13;25;1974;1686;3773;0
93;2020-06-09;0;0;1;91;89;192;09
93;2020-06-09;0;1;2;98;101;225;19
93;2020-06-09;2;5;7;219;164;420;29
93;2020-06-09;5;2;8;246;204;476;39
93;2020-06-09;5;6;11;284;244;557;49
93;2020-06-09;2;5;7;309;312;651;59
93;2020-06-09;0;1;1;251;286;572;69
93;2020-06-09;0;0;0;261;288;583;79
93;2020-06-09;1;1;2;224;148;405;89
93;2020-06-09;0;0;0;112;50;187;90
93;2020-06-09;15;21;39;2095;1889;4271;0
94;2020-06-09;0;0;0;4;4;8;09
94;2020-06-09;0;0;0;7;6;13;19
94;2020-06-09;0;0;0;14;6;20;29
94;2020-06-09;0;0;0;16;15;32;39
94;2020-06-09;0;0;0;15;17;33;49
94;2020-06-09;0;0;0;20;15;36;59
94;2020-06-09;0;0;0;23;18;42;69
94;2020-06-09;0;0;0;15;12;27;79
94;2020-06-09;0;0;0;18;10;28;89
94;2020-06-09;0;0;0;3;4;7;90
94;2020-06-09;0;0;0;135;107;246;0
01;2020-06-10;0;0;0;2;0;2;09
01;2020-06-10;0;0;0;1;1;6;19
01;2020-06-10;0;0;0;1;4;13;29
01;2020-06-10;0;0;0;1;2;11;39
01;2020-06-10;0;0;0;1;4;12;49
01;2020-06-10;1;0;1;4;4;23;59
01;2020-06-10;0;0;0;4;4;10;69
01;2020-06-10;0;0;0;1;3;5;79
01;2020-06-10;0;0;0;2;0;2;89
01;2020-06-10;0;0;0;1;0;1;90
01;2020-06-10;1;0;1;18;22;85;0
02;2020-06-10;0;0;0;6;5;11;09
02;2020-06-10;0;0;0;3;2;5;19
02;2020-06-10;1;0;1;16;10;26;29
02;2020-06-10;0;0;0;11;3;14;39
02;2020-06-10;0;0;0;11;6;18;49
02;2020-06-10;0;0;0;14;12;27;59
02;2020-06-10;0;0;0;12;8;20;69
02;2020-06-10;0;0;0;3;3;6;79
02;2020-06-10;0;0;0;2;1;3;89
02;2020-06-10;0;0;0;1;1;2;90
02;2020-06-10;1;0;1;79;51;132;0
03;2020-06-10;1;1;2;5;1;6;09
03;2020-06-10;0;3;3;6;8;14;19
03;2020-06-10;2;0;2;10;6;16;29
03;2020-06-10;1;4;5;12;18;30;39
03;2020-06-10;2;1;3;8;13;21;49
03;2020-06-10;2;1;3;7;11;18;59
03;2020-06-10;0;1;1;4;18;22;69
03;2020-06-10;0;0;0;2;4;7;79
03;2020-06-10;0;0;0;1;0;1;89
03;2020-06-10;0;0;0;0;0;0;90
03;2020-06-10;8;11;19;55;79;135;0
04;2020-06-10;0;0;0;2;5;7;09
04;2020-06-10;1;0;1;19;15;34;19
04;2020-06-10;0;0;0;32;33;66;29
04;2020-06-10;0;0;0;36;18;54;39
04;2020-06-10;0;0;0;32;29;61;49
04;2020-06-10;0;0;0;38;44;83;59
04;2020-06-10;0;0;0;25;46;71;69
04;2020-06-10;0;0;0;19;27;46;79
04;2020-06-10;0;0;0;13;14;27;89
04;2020-06-10;0;0;0;2;1;3;90
04;2020-06-10;1;0;1;218;232;452;0
05;2020-06-10;0;0;0;0;0;0;09
05;2020-06-10;0;0;0;0;0;0;19
05;2020-06-10;0;0;0;0;0;0;29
05;2020-06-10;0;0;0;0;0;0;39
05;2020-06-10;0;0;0;0;0;0;49
05;2020-06-10;0;0;0;0;0;0;59
05;2020-06-10;0;0;0;0;0;0;69
05;2020-06-10;0;0;0;0;0;0;79
05;2020-06-10;0;0;0;0;0;0;89
05;2020-06-10;0;0;0;0;0;0;90
05;2020-06-10;0;0;0;0;0;0;0
06;2020-06-10;0;0;0;14;17;31;09
06;2020-06-10;1;2;3;10;11;21;19
